Date_start,Power_kW,Hour,DayOfWeek,Holiday,Power-1,temp_C,solarRad_W/m2
2017-01-01 01:00:00,119.1906989,1,6,True,117.823342,7.930000000000001,1.4773333333333334
2017-01-01 02:00:00,117.9729915,2,6,True,119.1906989,7.263416666666668,1.4150833333333335
2017-01-01 03:00:00,116.4132879,3,6,True,117.9729915,6.831333333333333,1.542
2017-01-01 04:00:00,116.1723836,4,6,True,116.4132879,6.50025,0.891
2017-01-01 05:00:00,114.8782817,5,6,True,116.1723836,6.0064166666666665,1.3758333333333335
2017-01-01 06:00:00,116.1282213,6,6,True,114.8782817,5.645833333333333,0.988
2017-01-01 07:00:00,116.1114773,7,6,True,116.1282213,5.4777499999999995,1.4661666666666668
2017-01-01 08:00:00,112.4997965,8,6,True,116.1114773,5.4102500000000004,29.54975
2017-01-01 09:00:00,112.9510473,9,6,True,112.4997965,5.4805833333333345,76.49416666666666
2017-01-01 10:00:00,112.7486542,10,6,True,112.9510473,6.016833333333334,192.80833333333337
2017-01-01 11:00:00,112.3430308,11,6,True,112.7486542,6.882416666666667,237.49166666666667
2017-01-01 12:00:00,113.6214352,12,6,True,112.3430308,7.56,267.5
2017-01-01 13:00:00,113.8309445,13,6,True,113.6214352,8.729999999999999,203.54999999999998
2017-01-01 14:00:00,114.5270763,14,6,True,113.8309445,9.809166666666668,146.23333333333332
2017-01-01 15:00:00,114.3096136,15,6,True,114.5270763,9.735833333333334,124.28333333333335
2017-01-01 16:00:00,117.1276288,16,6,True,114.3096136,9.525833333333335,56.92416666666668
2017-01-01 17:00:00,116.887771,17,6,True,117.1276288,8.9725,5.232166666666666
2017-01-01 18:00:00,118.3451269,18,6,True,116.887771,8.865,1.5073333333333332
2017-01-01 19:00:00,117.9116666,19,6,True,118.3451269,8.984166666666665,1.4498333333333333
2017-01-01 20:00:00,125.8803455,20,6,True,117.9116666,9.186666666666667,1.3549999999999998
2017-01-01 21:00:00,126.0302043,21,6,True,125.8803455,9.174166666666666,1.3435833333333334
2017-01-01 22:00:00,125.6538829,22,6,True,126.0302043,10.007499999999999,1.2211666666666667
2017-01-01 23:00:00,126.1955513,23,6,True,125.6538829,9.882307692307693,1.500230769230769
2017-01-02 00:00:00,126.10325,0,0,False,126.1955513,9.47166666666667,1.1796666666666664
2017-01-02 01:00:00,128.5286184,1,0,False,126.10325,10.209166666666667,1.816666666666667
2017-01-02 02:00:00,125.8692526,2,0,False,128.5286184,9.975833333333332,1.1193333333333333
2017-01-02 03:00:00,126.8868692,3,0,False,125.8692526,9.791666666666666,1.5486666666666666
2017-01-02 04:00:00,127.1987262,4,0,False,126.8868692,9.895000000000001,1.5070000000000003
2017-01-02 05:00:00,126.4075722,5,0,False,127.1987262,10.042499999999999,1.5416666666666663
2017-01-02 06:00:00,139.113338,6,0,False,126.4075722,10.42,1.7425833333333334
2017-01-02 07:00:00,161.108675,7,0,False,139.113338,10.256666666666666,1.7679166666666664
2017-01-02 08:00:00,207.5688797,8,0,False,161.108675,10.105833333333335,18.45658333333333
2017-01-02 09:00:00,298.6870068,9,0,False,207.5688797,10.384166666666667,42.23916666666667
2017-01-02 10:00:00,336.420448,10,0,False,298.6870068,10.936666666666667,51.625
2017-01-02 11:00:00,344.547567,11,0,False,336.420448,11.874166666666667,40.548333333333325
2017-01-02 12:00:00,317.6479124,12,0,False,344.547567,12.63,50.6325
2017-01-02 13:00:00,319.1310122,13,0,False,317.6479124,13.617500000000001,22.35916666666667
2017-01-02 14:00:00,335.5880619,14,0,False,319.1310122,13.714166666666669,16.667083333333334
2017-01-02 15:00:00,333.6758971,15,0,False,335.5880619,13.20083333333333,33.44916666666666
2017-01-02 16:00:00,310.4942477,16,0,False,333.6758971,13.099166666666667,6.418833333333333
2017-01-02 17:00:00,263.5074442,17,0,False,310.4942477,13.498333333333333,3.5979999999999994
2017-01-02 18:00:00,205.6567149,18,0,False,263.5074442,13.875,2.614833333333334
2017-01-02 19:00:00,172.1417152,19,0,False,205.6567149,13.494166666666667,3.3830000000000005
2017-01-02 20:00:00,142.1375137,20,0,False,172.1417152,13.40333333333333,1.7562499999999999
2017-01-02 21:00:00,135.6644926,21,0,False,142.1375137,13.689166666666667,1.7582499999999996
2017-01-02 22:00:00,133.9245817,22,0,False,135.6644926,13.789166666666667,1.6084166666666666
2017-01-02 23:00:00,132.5417366,23,0,False,133.9245817,14.146153846153844,1.303692307692308
2017-01-03 00:00:00,134.0449292,0,1,False,132.5417366,14.389999999999999,2.284666666666667
2017-01-03 01:00:00,133.265496,1,1,False,134.0449292,14.2275,1.9545000000000001
2017-01-03 02:00:00,129.9405562,2,1,False,133.265496,13.520000000000001,1.8274166666666665
2017-01-03 03:00:00,129.0342872,3,1,False,129.9405562,13.185,1.869083333333333
2017-01-03 04:00:00,129.5125377,4,1,False,129.0342872,14.351666666666667,1.1053333333333335
2017-01-03 05:00:00,132.7612923,5,1,False,129.5125377,14.8125,1.3060833333333333
2017-01-03 06:00:00,145.9055416,6,1,False,132.7612923,14.8925,0.9874999999999999
2017-01-03 07:00:00,172.6256168,7,1,False,145.9055416,14.915,1.3335833333333333
2017-01-03 08:00:00,225.1266381,8,1,False,172.6256168,14.969166666666668,38.596916666666665
2017-01-03 09:00:00,294.2259866,9,1,False,225.1266381,15.356666666666664,94.52749999999999
2017-01-03 10:00:00,323.5727768,10,1,False,294.2259866,15.551666666666668,143.95833333333331
2017-01-03 11:00:00,327.5505233,11,1,False,323.5727768,15.38833333333333,202.84500000000003
2017-01-03 12:00:00,303.585464,12,1,False,327.5505233,16.289166666666663,296.6083333333333
2017-01-03 13:00:00,291.0075805,13,1,False,303.585464,16.326666666666668,238.4416666666667
2017-01-03 14:00:00,301.1577933,14,1,False,291.0075805,16.334166666666665,148.1166666666667
2017-01-03 15:00:00,296.4267761,15,1,False,301.1577933,16.42833333333333,219.86666666666667
2017-01-03 16:00:00,276.0072588,16,1,False,296.4267761,15.54,45.745
2017-01-03 17:00:00,245.6229685,17,1,False,276.0072588,15.3375,6.886416666666666
2017-01-03 18:00:00,197.7462214,18,1,False,245.6229685,15.173333333333334,0.8374166666666668
2017-01-03 19:00:00,166.4698945,19,1,False,197.7462214,15.049999999999999,0.7753333333333333
2017-01-03 20:00:00,138.3177887,20,1,False,166.4698945,14.9475,1.0313333333333332
2017-01-03 21:00:00,127.9233228,21,1,False,138.3177887,14.949166666666668,0.9482500000000001
2017-01-03 22:00:00,127.3550733,22,1,False,127.9233228,14.954166666666666,0.9435833333333332
2017-01-03 23:00:00,125.6352552,23,1,False,127.3550733,14.682499999999997,0.76825
